tenure,MonthlyCharges,TotalCharges,gender_Female,gender_Male,SeniorCitizen_0,SeniorCitizen_1,Partner_No,Partner_Yes,Dependents_No,Dependents_Yes,PhoneService_No,PhoneService_Yes,MultipleLines_No,MultipleLines_Yes,InternetService_DSL,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No,OnlineSecurity_Yes,OnlineBackup_No,OnlineBackup_Yes,DeviceProtection_No,DeviceProtection_Yes,TechSupport_No,TechSupport_Yes,StreamingTV_No,StreamingTV_Yes,StreamingMovies_No,StreamingMovies_Yes,Contract_Month-to-month,Contract_One year,Contract_Two year,PaperlessBilling_No,PaperlessBilling_Yes,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn
22,89.01464960348987,2002.0588589520069,True,True,True,False,True,False,True,True,False,True,True,False,False,True,False,True,True,False,True,True,True,True,False,True,True,True,False,True,False,False,False,True,True,False,True,False,True
66,107.2080318075203,7146.763154662024,True,True,True,False,False,True,True,True,False,True,False,True,False,True,False,True,True,True,True,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,False,True
10,95.05365342561447,1077.5926892682191,True,False,True,False,False,True,True,True,False,True,False,True,False,True,False,True,False,True,True,True,True,True,False,False,True,False,True,True,False,False,False,True,False,True,True,False,True
16,71.57125593054704,1167.9468895740115,True,True,False,True,True,True,True,False,False,True,True,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False,False,True,True,False,False,True,True
5,87.31412196057747,454.0058292691434,True,True,True,False,False,True,True,True,False,True,True,True,False,True,False,False,True,True,False,False,True,True,False,True,False,True,True,True,False,False,False,True,False,False,True,True,True
2,79.96626174892477,163.40787816792994,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,True,True,True,False,False,True,True,False,False,True,False,True
28,88.52507175082621,2448.40294455298,False,True,True,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,True,True,True,False,True,True,True,True,True,False,False,False,True,False,False,True,False,True
1,60.13436110053948,60.13436110053948,True,True,True,False,True,False,True,False,False,True,False,True,True,False,False,True,False,True,True,True,False,True,True,True,False,True,True,True,False,False,True,True,False,False,True,True,True
1,50.713585501373174,50.713585501373174,True,False,True,False,True,False,True,False,False,True,True,False,True,False,False,True,False,True,True,True,False,True,True,True,False,True,False,True,False,False,True,True,False,False,True,False,True
3,74.6552199983397,216.9136872654823,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,True,False,True
1,53.924832469373854,53.924832469373854,True,True,True,False,True,False,True,False,False,True,True,False,True,False,False,True,True,True,False,True,False,False,True,True,False,True,False,True,False,False,False,True,False,False,True,False,True
1,79.74425864542543,79.74425864542543,True,False,True,False,True,True,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,False,False,True,False,False,True,True,True
65,104.97324031880962,7006.4193817155065,True,True,True,False,False,True,True,True,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,False,True,False,True,True,True,False,True,True,False,False,True,False,True
1,59.92130921264971,59.92130921264971,True,True,True,False,True,False,True,False,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,True,True,True,True,False,False,False,True,False,False,True,False,True
36,84.89415929749686,3066.5361068154753,False,True,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,True,False,False,True,False,True
10,78.31343786002626,793.2568153300952,False,True,True,True,True,False,True,False,False,True,True,False,False,True,False,True,True,True,False,True,False,True,False,True,False,True,True,True,False,False,False,True,False,False,True,False,True
39,96.13973438994373,3698.214680579488,True,True,True,False,True,True,True,False,False,True,True,True,False,True,False,True,True,True,False,True,True,True,True,False,True,True,True,True,True,False,False,True,True,False,True,False,True
12,28.391062817797653,328.7739790741747,True,True,True,True,True,False,True,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False,True,True,True,False,True,False,True
14,77.42968689486386,1103.8770841401815,True,True,True,True,True,True,True,True,False,True,False,True,False,True,False,True,False,True,True,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,True,False,True
11,82.09314358408174,859.5421889342649,True,True,True,True,True,False,True,False,False,True,True,False,False,True,False,True,True,True,False,False,True,True,False,True,False,True,True,True,False,False,True,True,True,True,False,False,True
1,78.65542777729561,78.65542777729561,True,False,True,True,True,True,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,False,True,False,False,False,True,False,True
30,72.50861014916373,2081.1442493949703,True,True,True,False,True,True,True,True,False,True,False,True,True,True,False,True,True,True,True,True,False,True,True,True,True,True,False,True,True,False,False,True,False,False,True,True,True
38,94.64906791570658,3624.450531613388,True,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,True,True,False,False,True,True,True,True,False,False,False,True,False,True,True,False,True
3,71.38255075654487,234.0403810024114,True,False,True,True,True,True,True,False,False,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,True,False,True
22,100.68655929182329,2323.380572037406,False,True,True,False,True,True,True,True,False,True,True,True,False,True,False,False,True,True,False,True,False,True,True,False,True,False,True,True,False,False,False,True,True,False,True,False,True
10,82.34597379984854,816.8210674001383,True,True,True,False,True,True,True,False,False,True,False,True,False,True,False,True,False,True,True,True,False,True,False,True,True,True,False,True,False,False,False,True,False,True,True,False,True
5,21.83507540562812,105.07238689155781,True,True,True,False,True,True,True,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,True,True,False,True
1,101.17764451309777,101.17764451309777,True,False,True,True,False,True,True,True,False,True,False,True,False,True,False,True,True,True,False,False,True,True,False,False,True,False,True,True,False,False,False,True,False,False,True,False,True
1,20.291101843089283,20.291101843089283,True,False,True,False,False,True,False,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,True,True
24,59.38281513055793,1502.3304103366072,True,False,True,False,False,True,False,True,True,True,True,False,True,False,False,True,True,False,True,True,True,True,False,False,True,False,True,True,True,False,False,True,True,True,False,False,True
4,51.25036171191264,239.23467086406882,True,False,True,False,False,True,False,True,False,True,True,True,True,False,False,True,False,True,True,True,False,True,True,True,False,True,False,True,False,False,True,False,False,False,False,True,True
1,80.44742841656836,80.44742841656836,True,True,True,False,True,True,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,False,False,True,False,False,True,False,True
1,81.38339352026698,81.38339352026698,True,True,True,False,True,False,True,False,False,True,True,True,False,True,False,True,True,True,False,True,False,True,False,True,False,True,True,True,False,False,False,True,False,False,True,False,True
4,20.823018460858084,83.56353152808578,True,False,True,False,True,True,True,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,True,True
69,104.0207522298803,7249.7395427374195,True,True,True,False,True,True,True,True,False,True,False,True,False,True,False,False,True,True,False,True,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,True
10,100.20940350191606,1064.5659746900124,True,False,True,True,False,True,True,True,False,True,False,True,False,True,False,True,True,True,True,True,True,True,False,False,True,True,True,True,False,False,False,True,False,False,True,False,True
51,85.48443972765558,4355.204183014471,True,True,True,True,False,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,False,True
2,80.36419335669359,186.24166604653166,True,False,True,True,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,True,False,False,True,False,True
70,115.57848998387163,8082.372150603787,True,True,True,False,True,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
2,28.325106917101287,78.28384239713553,True,False,False,True,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,True,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,True
16,70.52003299322503,1212.9963770594693,True,True,True,False,True,True,True,False,False,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,True,False,True
13,52.432628067444845,710.0668903789393,False,True,True,False,True,True,True,False,True,False,True,False,True,False,False,True,True,True,False,True,True,True,True,False,True,False,True,True,False,False,False,True,False,False,True,False,True
50,94.62709370947678,4860.5632269695925,True,True,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False,False,True,True,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True,False,True
1,45.632246838611636,45.632246838611636,False,True,True,False,True,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,True,True
16,95.3240697124785,1553.931343869079,True,True,True,False,True,False,True,False,False,True,True,True,False,True,False,True,False,True,False,True,True,True,True,False,True,True,True,True,False,False,False,True,False,False,True,False,True
29,94.64765713675519,2866.5258004173443,True,True,True,True,False,True,True,False,False,True,False,True,False,True,False,True,True,True,False,True,False,True,True,False,True,False,True,True,False,False,False,True,True,True,False,False,True
8,19.583057187105286,166.9777125157885,True,False,True,True,True,True,True,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,True,True
14,88.40179723107781,1264.2712078424258,True,False,True,False,True,True,False,True,False,True,True,True,False,True,False,True,False,False,True,True,False,True,False,True,False,False,True,True,False,False,False,True,True,False,False,False,True
24,100.40106354421245,2523.1397928554043,True,True,True,True,False,True,True,False,False,True,True,True,False,True,False,True,False,False,True,False,True,True,False,False,True,False,True,True,False,False,False,True,False,False,True,False,True
32,88.73473339340126,2866.964869129984,True,True,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,True,True,False,False,False,True,False,True,True,False,True
15,67.47157946194434,994.7121597391922,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,True,True,True,False,True,False,True,False,True,False,True,True,True,False,False,True,True,True,False,False,False,True
17,70.80383968916138,1177.1763759675378,True,True,False,True,True,True,True,False,False,True,True,True,True,True,False,True,False,True,True,True,False,True,False,True,False,True,True,True,False,False,False,True,False,True,False,True,True
8,103.93793431313378,829.479707044091,True,True,True,True,True,False,True,False,False,True,False,True,False,True,False,True,False,True,True,True,True,True,False,False,True,False,True,True,False,False,False,True,False,False,True,False,True
4,97.44702079074116,449.5591704480218,True,True,True,True,True,False,True,False,False,True,True,False,False,True,False,True,False,True,True,True,True,True,True,False,True,False,True,True,False,False,False,True,False,True,True,False,True
7,94.51968595226275,671.4571386761717,False,True,True,True,True,True,True,False,False,True,True,True,False,True,False,True,True,False,True,True,False,True,False,True,True,False,True,True,False,False,False,True,False,True,True,False,True
7,50.93510386224991,365.5141287979422,True,False,True,False,True,True,True,True,False,True,True,False,True,False,False,False,True,True,True,True,False,True,False,True,False,True,False,True,False,False,True,True,False,True,True,False,True
10,93.19292300790917,939.8055575332096,True,True,True,True,True,True,True,False,False,True,True,True,False,True,False,True,False,False,True,False,True,True,True,True,True,True,True,True,False,False,False,True,False,False,True,True,True
37,84.93861611031016,3184.656894969001,False,True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,True,True,False,True,True,True,True,False,True,True,True,True,True,False,True,True,False,True,True,False,True
1,85.53158305343496,85.53158305343496,True,True,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,True,False,False,True,False,True
58,108.3133113632415,6286.306729062667,False,True,True,True,False,True,True,False,False,True,False,True,False,True,False,True,True,False,True,False,True,True,False,False,True,False,True,True,True,False,False,True,False,False,True,False,True
34,73.27685699289039,2567.8286541785483,True,True,True,False,False,True,False,True,False,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,True,False,True,False,False,True,False,False,False,True,False,True
22,101.32128269800474,2317.371857125555,False,True,True,False,True,True,True,True,False,True,True,True,False,True,False,False,True,True,False,True,False,True,True,False,True,False,True,True,False,False,False,True,True,False,True,False,True
1,85.27089741360422,85.27089741360422,True,True,False,True,True,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,True,True,False,False,False,True,False,False,True,False,True
1,90.6,90.6,True,False,True,True,True,True,True,False,False,True,True,True,False,True,False,True,False,True,True,True,False,True,False,False,True,True,True,True,False,False,True,True,False,False,True,False,True
57,99.14325191266728,5745.173828601271,False,True,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,True,False,True,True,False,False,True,True,True,True,False,False,True,True,False,False,True,False,True
1,19.697107015006814,19.697107015006814,False,True,True,False,True,False,True,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True,True
50,88.17195419587406,4343.680835557577,True,True,True,True,True,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True,True,False,False,True,True,True,True,False,False,True,True,True,False,True,False,True
5,28.094373337052303,130.85460073464412,True,True,True,True,True,True,True,False,True,True,True,False,True,False,True,True,False,True,True,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,True,True
14,74.4991693156024,1001.2505024039556,True,True,True,False,True,False,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False,True,True,True,False,True,False,True
1,20.06522128776092,20.06522128776092,True,False,True,False,True,False,True,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,True,True
4,100.3651833214369,447.4366073590384,True,True,True,False,True,False,True,False,False,True,True,True,False,True,False,True,False,True,True,False,True,True,True,False,True,True,True,True,True,False,False,True,False,False,True,False,True
1,69.59221462570652,69.59221462570652,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,True
28,101.06476913421658,2864.88696383559,True,False,False,True,True,True,True,False,False,True,False,True,False,True,False,True,True,True,False,True,False,False,True,False,True,False,True,True,False,False,True,True,True,False,True,False,True
25,79.43829162218748,1924.1560151688877,True,True,False,True,True,True,True,False,False,True,True,True,False,True,False,True,True,True,False,True,False,True,True,True,True,True,False,True,False,False,False,True,True,False,False,False,True
55,104.52572640980698,5513.699333901747,True,True,False,True,True,True,True,False,False,True,False,True,False,True,False,True,False,False,True,True,True,True,False,False,True,False,True,True,True,False,False,True,True,False,True,False,True
63,107.99460045699689,6880.301453796374,True,True,True,False,True,False,True,False,False,True,False,True,False,True,False,False,True,True,True,False,True,True,True,False,True,True,True,True,False,True,False,True,False,True,False,False,True
43,75.41921455782979,3176.4837936353438,False,True,True,True,False,True,True,False,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,False,True,True,True,True,True,False,False,True,False,False,True,False,True
4,97.43495956865023,352.8141538157605,True,False,True,True,True,True,True,False,False,True,False,True,False,True,False,True,True,True,True,True,False,True,True,True,True,False,True,True,False,False,False,True,False,False,True,False,True
48,61.07832794303042,2933.4265788867747,True,False,True,False,True,False,True,False,False,True,False,True,True,True,False,True,True,False,True,True,False,True,True,True,False,True,False,True,False,False,True,True,False,True,False,False,True
6,79.18570102743199,522.9674590709552,True,True,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,True,True,False,True,False,False,True,True,False,True,False,False,False,True,False,False,True,False,True
1,75.32116675720765,75.32116675720765,True,True,False,True,True,False,True,False,False,True,True,True,False,True,False,True,False,True,False,True,True,True,False,True,False,True,False,True,False,False,False,True,True,False,True,False,True
1,25.166173848761105,25.166173848761105,True,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,True,True
1,70.78589182667592,70.78589182667592,True,False,False,True,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,True
1,79.61190269943603,79.61190269943603,True,False,True,False,True,False,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,True,False,False,True,False,True
3,76.29492369722885,256.0321368601158,True,True,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,True,False,True,False,False,False,True,True,False,True,False,True
1,24.96476135253306,24.96476135253306,True,True,False,True,False,True,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,True
12,83.7922816148384,973.4077536337054,True,True,True,False,True,False,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,False,True,False,False,True,False,True
21,58.68183250794398,1174.1581955639024,True,False,False,True,True,False,True,False,True,True,True,True,True,False,False,True,False,True,False,True,True,True,False,True,True,True,True,True,False,False,False,True,False,False,True,True,True
10,74.67893294450829,791.5677494965012,False,True,True,True,True,False,True,False,False,True,True,True,False,True,False,True,True,True,False,True,False,True,False,True,False,True,True,True,False,False,False,True,False,False,True,False,True
11,75.12176203799362,871.8338876224452,True,True,True,False,True,True,True,True,False,True,True,True,True,True,False,True,False,True,False,True,False,True,True,False,True,True,True,True,True,False,True,True,True,False,False,True,True
16,83.87344695165977,1384.1841704615827,True,True,True,False,False,True,True,True,False,True,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,False,True
20,95.81373830774598,1836.3962880814788,False,True,True,True,True,True,True,False,False,True,True,True,False,True,False,True,False,True,False,True,True,True,False,False,True,False,True,True,False,False,False,True,False,False,True,True,True
3,79.33683162517647,247.2006268911471,True,False,True,False,True,True,True,True,False,True,True,False,False,True,False,True,True,True,True,True,False,True,False,True,False,True,True,True,False,False,False,True,False,False,True,False,True
3,80.28757054956621,250.03964212463853,True,False,True,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False,False,True,False,False,True,False,True
25,105.32996298994804,2655.425652131177,False,True,False,True,True,True,True,False,False,True,False,True,False,True,False,True,False,True,True,True,True,True,False,True,True,False,True,True,False,False,True,False,False,False,True,True,True
1,75.07947317315818,75.07947317315818,True,False,True,False,True,False,True,False,False,True,True,True,False,True,False,True,False,True,False,True,True,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,True
17,93.00373297431504,1603.4451738093067,True,True,True,False,True,True,True,True,False,True,False,True,False,True,False,True,True,True,False,False,True,True,False,True,True,True,True,True,False,False,True,True,False,True,True,False,True
2,44.97794824987694,85.13269870245713,False,True,True,True,True,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,True,True
1,45.567495241236784,45.567495241236784,True,True,True,False,True,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False,True
38,82.55604655811504,3203.991793110858,True,False,True,True,True,True,True,False,False,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,False,True,True,True,False,True,False,True,False,False,True,False,True
2,71.05564619101018,151.65935911028976,True,True,True,False,True,True,True,False,False,True,True,False,False,True,False,True,False,True,False,True,True,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,True
7,76.37814639546195,527.4976651399061,True,True,True,True,True,True,True,False,False,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,True,False,False,False,True,False,False,False,True,True
4,74.92989503867464,308.21077927441615,False,True,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,True
3,69.79424266914744,220.11232843326047,True,True,True,False,True,False,True,True,False,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,True
3,75.81206607945339,231.37903998672525,True,True,True,True,True,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,True,False,True
10,84.02963003626958,814.0932967549442,False,True,True,False,True,True,True,False,False,True,True,True,False,True,False,True,False,True,True,True,False,True,False,True,True,True,False,True,False,False,True,True,False,False,True,False,True
2,88.40421829386965,179.21588087728864,True,False,True,True,True,False,True,False,False,True,True,True,False,True,False,True,False,True,False,False,True,True,False,True,False,False,True,True,False,False,False,True,False,False,True,True,True
4,70.18828295351689,324.3574550645586,True,True,True,True,True,False,True,False,False,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,True
46,86.50441745427833,4021.9013284619245,True,False,True,False,True,True,True,True,False,True,False,True,False,True,False,True,False,True,True,True,False,True,False,True,True,True,True,True,True,False,False,True,False,True,False,True,True
13,47.67480068067064,667.3696877659454,True,True,True,False,False,True,True,True,True,True,True,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,False,True,True,True
16,82.09022068434008,1324.8155034877595,True,True,True,True,False,True,True,False,False,True,True,False,False,True,False,True,False,True,False,True,True,True,False,True,True,True,True,True,False,False,True,True,True,False,True,False,True
3,55.070634222962326,195.95503908951798,True,True,True,False,True,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,True,False,False,True,False,True
15,19.718535673371452,288.6363840138095,True,True,True,False,True,True,True,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,True,False,True
1,79.94257513301854,79.94257513301854,True,False,True,False,True,True,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,False,False,True,False,False,True,True,True
48,86.44985556840055,4118.038290597492,True,False,True,False,False,True,True,True,False,True,True,True,False,True,False,True,True,True,False,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,False,False,True
47,78.60844366306509,3680.7369953463194,True,True,True,False,True,False,True,True,False,True,True,True,False,True,False,True,True,True,False,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,True,False,True
10,91.40920606837038,985.7850492157843,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,True,True,False,True,False,True,True,False,True,True,True,True,False,False,True,True,False,False,True,False,True
1,69.95538464041755,69.95538464041755,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True,True
14,77.97513465301982,1103.1498204626403,True,True,True,True,True,True,True,True,False,True,False,True,False,True,False,True,False,True,True,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,True,False,True
1,74.42259724547912,74.42259724547912,True,False,True,True,True,False,True,True,False,True,True,True,False,True,False,True,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True,True
34,90.47999226265809,3062.0799757947616,True,True,True,False,True,True,True,True,False,True,True,True,True,True,False,True,True,False,True,True,True,True,True,False,True,False,True,False,True,False,True,True,False,True,True,False,True
1,80.33297891100241,80.33297891100241,False,True,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False,False,True,False,True
29,70.36675707469746,1973.9326607479995,True,True,True,False,True,True,True,True,False,True,True,False,True,True,False,True,True,True,True,True,True,True,False,True,False,True,True,True,False,False,False,True,True,False,True,False,True
22,84.56100313443291,1861.5388832206427,True,True,True,False,True,True,True,False,False,True,True,True,False,True,False,True,False,True,True,True,False,True,False,True,False,False,True,True,False,False,False,True,False,False,True,True,True
18,46.840899435140564,895.6307144472521,True,True,True,False,True,False,True,False,True,True,True,False,True,False,False,True,False,True,False,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True
5,83.86184953311671,415.55,True,True,True,True,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,True,True,False,False,True,True,False,True,False,False,False,True,False,False,True,True,True
31,95.84525440117305,3019.282419744556,False,True,True,True,True,True,True,False,False,True,False,True,False,True,False,True,False,True,True,True,True,True,False,False,True,True,True,True,False,False,True,True,False,True,True,False,True
24,76.86463061016765,1861.7098260527134,True,False,True,False,True,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,True,True
1,19.81574420122089,19.81574420122089,False,True,True,False,True,False,True,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True,True
6,54.16356293213268,381.422563601832,True,False,True,False,True,False,True,False,False,True,True,False,True,False,False,False,True,True,True,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,True
44,87.25506338738404,3912.925025936888,True,True,True,True,False,True,True,True,False,True,True,True,True,True,False,True,True,True,True,True,False,True,False,True,True,False,True,False,True,False,True,True,True,False,False,True,True
6,94.76313367458168,575.092138202569,False,True,True,True,True,True,True,True,False,True,True,False,False,True,False,True,False,True,False,False,True,True,False,False,True,False,True,True,False,False,True,True,False,False,True,True,True
26,88.40519219713754,2279.4833730532,True,False,False,True,True,False,True,False,False,True,False,True,False,True,False,True,False,True,True,True,False,True,False,True,True,True,True,True,False,False,False,True,False,False,True,False,True
16,95.24738738339894,1558.301940720687,True,False,True,False,True,False,True,False,False,True,True,True,False,True,False,True,False,False,True,False,True,True,False,True,False,False,True,True,False,False,False,True,False,True,False,False,True
46,90.19070297623061,4115.104932303107,True,True,True,False,False,True,True,True,False,True,False,True,False,True,False,True,False,True,True,True,False,True,False,False,True,True,True,True,False,False,False,True,True,False,True,False,True
11,19.951124814043954,223.00116115333068,True,False,True,False,True,True,False,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,True
54,101.85146348624959,5480.526897512295,False,True,True,True,False,True,True,True,False,True,True,True,False,True,False,True,False,False,True,False,True,True,False,False,True,True,True,True,True,False,True,True,False,False,True,False,True
28,84.76853681713003,2467.153778943152,True,True,True,True,True,True,True,False,False,True,False,True,False,True,False,True,True,True,True,True,True,True,False,True,False,True,True,True,False,False,True,True,False,True,True,False,True
4,48.425270068266066,198.96083267958204,True,True,True,False,True,False,True,False,False,True,True,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,True,True
35,100.61370927067581,3490.0247951409706,False,True,True,True,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,True,True,False,True,False,True,True,False,False,True,True,True,False,True,False,True
2,70.16476205374033,142.86912220326283,True,True,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,False,True
15,73.29108283232559,1165.5045172186567,False,True,False,True,True,True,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False,False,True,True,False,True,False,True
1,79.91371484881527,79.91371484881527,False,True,True,False,True,True,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False,False,True,False,True
55,102.66148175016771,5744.349832837882,False,True,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,True,False,True,True,True,False,True,True,False,False,True,False,True
65,105.77802981821442,6983.476312330324,True,True,True,False,False,True,True,True,False,True,False,True,False,True,False,True,True,True,True,False,True,True,False,False,True,False,True,True,False,True,False,True,False,True,True,False,True
5,82.04779728699903,444.8901657725938,True,True,True,True,True,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,True,False,False,False,True,False,True,True,False,True
1,50.644000378617754,50.644000378617754,True,True,True,False,True,False,True,False,False,True,True,False,True,False,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False,True
